book_ix,book_id,goodreads_book_id,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,image_url,small_image_url
1807,7106,402128,151686564,9780151686570.0,"T.S. Eliot, Edward Gorey",1939.0,Old Possum's Book of Practical Cats,Old Possum's Book of Practical Cats,en-US,4.09,15410,https://images.gr-assets.com/books/1327882662m/402128.jpg,https://images.gr-assets.com/books/1327882662s/402128.jpg
1808,1123,13440,751504386,9780751504380.0,Stephen King,1985.0,Skeleton Crew,Skeleton Crew,eng,3.93,82320,https://images.gr-assets.com/books/1271861632m/13440.jpg,https://images.gr-assets.com/books/1271861632s/13440.jpg
1809,2513,10607,034547063X,9780345470640.0,"Stephen King, Peter Straub",2001.0,Black House ,"Black House (The Talisman, #2)",eng,3.99,40734,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1810,6559,66857,1569472025,9781569472030.0,Stephen Fry,1997.0,Moab Is My Washpot,Moab Is My Washpot (Memoir #1),eng,3.98,14403,https://images.gr-assets.com/books/1327963490m/66857.jpg,https://images.gr-assets.com/books/1327963490s/66857.jpg
1811,6865,45234,067102082X,9780671020830.0,Hugh Laurie,1996.0,The Gun Seller,The Gun Seller,en-US,3.69,13247,https://images.gr-assets.com/books/1480110444m/45234.jpg,https://images.gr-assets.com/books/1480110444s/45234.jpg
1812,5999,21796,330247042,9780330247050.0,William Goldman,1974.0,Marathon Man,Marathon Man,eng,4.11,15659,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1813,1573,5360,385337930,9780385337940.0,John Grisham,2001.0,A Painted House,A Painted House,eng,3.67,59974,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1814,7506,18878,345456327,9780345456330.0,David Eddings,1982.0,The Belgariad: Part One - Pawn of Prophecy / Queen of Sorcery / Magician's Gambit,"The Belgariad, Vol. 1: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit (The Belgariad, #1-3)",eng,4.27,13215,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1815,5232,18884,345422554,9780345422550.0,"David Eddings, Leigh Eddings",1997.0,Polgara the Sorceress,Polgara the Sorceress (Malloreon),,4.07,22802,https://images.gr-assets.com/books/1403179783m/18884.jpg,https://images.gr-assets.com/books/1403179783s/18884.jpg
1816,1686,189802,345403959,9780345403960.0,"David Eddings, Leigh Eddings",1995.0,Belgarath the Sorcerer,Belgarath the Sorcerer,en-US,4.07,59737,https://images.gr-assets.com/books/1333692194m/189802.jpg,https://images.gr-assets.com/books/1333692194s/189802.jpg
1817,9195,76668,380752859,9780380752850.0,Piers Anthony,1988.0,For Love of Evil,"For Love of Evil (Incarnations of Immortality, #6)",,4.1,12399,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1818,6551,76660,345318854,9780345318860.0,Piers Anthony,1985.0,With a Tangled Skein,"With a Tangled Skein (Incarnations of Immortality, #3)",en-GB,3.98,17286,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1819,7170,76661,345322231,9780345322230.0,Piers Anthony,1987.0,"Being a Green Mother (Incarnations of Immortality, #5)","Being a Green Mother (Incarnations of Immortality, #5)",en-GB,3.95,15569,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1820,3758,76658,345338588,9780345338590.0,Piers Anthony,1983.0,On a Pale Horse,"On a Pale Horse (Incarnations of Immortality, #1)",en-US,4.13,29492,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1821,6002,76659,345313151,9780345313160.0,Piers Anthony,1984.0,Bearing an Hourglass,"Bearing an Hourglass (Incarnations of Immortality, #2)",en-US,3.94,18817,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1822,8832,32636,60596384,9780060596380.0,Clive Barker,2004.0,"Days of Magic, Nights of War","Days of Magic, Nights of War (Abarat, #2)",en-US,4.2,10755,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1823,532,59980,1401207529,9781401207530.0,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",1987.0,Batman: Year One,Batman: Year One,eng,4.23,145267,https://images.gr-assets.com/books/1327940389m/59980.jpg,https://images.gr-assets.com/books/1327940389s/59980.jpg
1824,568,59960,156389341X,9781563893410.0,"Frank Miller, Klaus Janson, Lynn Varley",1986.0,Batman: The Dark Knight Returns,"Batman: The Dark Knight Returns (The Dark Knight Saga, #1)",eng,4.25,135979,https://images.gr-assets.com/books/1327892039m/59960.jpg,https://images.gr-assets.com/books/1327892039s/59960.jpg
1825,5627,30043,226500667,9780226500670.0,Norman Maclean,1976.0,A River Runs Through It and Other Stories,A River Runs Through It and Other Stories,eng,4.17,16501,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1826,1662,6693,375822070,9780375822070.0,"Roald Dahl, Quentin Blake",1970.0,Fantastic Mr Fox,Fantastic Mr. Fox,eng,4.03,66015,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1827,5983,28859,186046095X,9781860460950.0,José Saramago,1991.0,O Evangelho segundo Jesus Cristo,The Gospel According to Jesus Christ,eng,4.26,11301,https://images.gr-assets.com/books/1328196306m/28859.jpg,https://images.gr-assets.com/books/1328196306s/28859.jpg
1828,8025,66933,802141323,9780802141320.0,"Frantz Fanon, Jean-Paul Sartre, Richard Philcox, Homi K. Bhabha",1961.0,Les Damnés de la terre,The Wretched of the Earth,eng,4.16,11142,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1829,9991,101094,385425139,9780385425130.0,Ben Okri,1991.0,The Famished Road,The Famished Road,eng,3.73,8251,https://images.gr-assets.com/books/1344396715m/101094.jpg,https://images.gr-assets.com/books/1344396715s/101094.jpg
1830,9566,70487,1417642165,9781417642170.0,Bill Watterson,1992.0,Attack of the Deranged Mutant Killer Monster Snow Goons: A Calvin and Hobbes Collection,Attack of the Deranged Mutant Killer Monster Snow Goons,eng,4.72,9713,https://images.gr-assets.com/books/1384735429m/70487.jpg,https://images.gr-assets.com/books/1384735429s/70487.jpg
1831,846,5472,151010269,9780151010260.0,"George Orwell, Christopher Hitchens",1950.0, Animal Farm & 1984,Animal Farm / 1984,eng,4.26,116197,https://images.gr-assets.com/books/1327959366m/5472.jpg,https://images.gr-assets.com/books/1327959366s/5472.jpg
1832,9722,4657,034541800X,9780345418000.0,John Irving,1972.0,The Water-Method Man,The Water-Method Man,,3.34,9725,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1833,7143,62571,765357054,9780765357050.0,F. Paul Wilson,1981.0,The Keep ,"The Keep (Adversary Cycle, #1)",en-US,3.98,13211,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1834,5918,97632,1401360238,9781401360240.0,Plum Sykes,2006.0,The Debutante Divorcée,The Debutante Divorcee,en-US,3.46,15030,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1835,9864,88442,140297995,9780140298000.0,"W.G. Sebald, Anthea Bell",2001.0,Austerlitz,Austerlitz,en-GB,4.04,8267,https://images.gr-assets.com/books/1327920142m/88442.jpg,https://images.gr-assets.com/books/1327920142s/88442.jpg
1836,4286,18999,743455800,9780743455800.0,John le Carré,1979.0,Smiley's People,Smiley's People,,4.24,22691,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1837,588,15769,752863886,9780752863890.0,Robert Ludlum,1986.0,The Bourne Supremacy,"The Bourne Supremacy (Jason Bourne, #2)",en-US,4.09,142168,https://images.gr-assets.com/books/1335860600m/15769.jpg,https://images.gr-assets.com/books/1335860600s/15769.jpg
1838,2789,31231,752858556,9780752858560.0,Robert Ludlum,1979.0,The Matarese Circle,The Matarese Circle (Matarese #1),,4.03,32016,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1839,9852,31266,752858653,9780752858650.0,Robert Ludlum,1971.0,The Scarlatti Inheritance,The Scarlatti Inheritance,,3.82,9934,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1840,8631,31271,752858637,9780752858630.0,Robert Ludlum,1973.0,The Matlock Paper,The Matlock Paper,eng,3.86,11118,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1841,2411,21484,316952664,9780316952670.0,Herman Wouk,1971.0,The Winds of War,"The Winds of War (The Henry Family, #1)",en-US,4.36,41940,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1842,7357,5368,141009829,9780141009830.0,Kathleen Winsor,1944.0,Forever Amber,Forever Amber ,eng,3.98,13286,https://images.gr-assets.com/books/1350464965m/5368.jpg,https://images.gr-assets.com/books/1350464965s/5368.jpg
1843,975,105992,393322238,9780393322230.0,"Vincent Bugliosi, Curt Gentry",1974.0,Helter Skelter: The True Story of The Manson Murders,Helter Skelter: The True Story of the Manson Murders,en-GB,4.0,92158,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1844,4642,11574,582418178,9780582418170.0,"Stephen King, Robin A.H. Waterfield",1982.0,Different Seasons,The Body,eng,4.26,23127,https://images.gr-assets.com/books/1328182521m/11574.jpg,https://images.gr-assets.com/books/1328182521s/11574.jpg
1845,46,43641,1565125606,9781565125600.0,Sara Gruen,2006.0,Water for Elephants,Water for Elephants,eng,4.07,1068146,https://images.gr-assets.com/books/1494428973m/43641.jpg,https://images.gr-assets.com/books/1494428973s/43641.jpg
1846,3406,18402,034549038X,9780345490380.0,Matthew Pearl,2003.0,The Dante Club,The Dante Club,en-US,3.38,31035,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1847,9623,12448,743297318,9780743297320.0,Thomas Wolfe,1929.0,"Look Homeward, Angel","Look Homeward, Angel",eng,3.94,9630,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1848,2523,231821,440226708,9780440226700.0,Sheila Burnford,1960.0,The Incredible Journey,The Incredible Journey,eng,4.16,42094,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1849,4795,236208,425098648,9780425098650.0,Dean Koontz,1976.0,Night Chills,Night Chills,en-US,3.86,20424,https://images.gr-assets.com/books/1308460533m/236208.jpg,https://images.gr-assets.com/books/1308460533s/236208.jpg
1850,997,136116,1576469239,9781576469230.0,Emmuska Orczy,1905.0,The Scarlet Pimpernel,The Scarlet Pimpernel,eng,4.06,93217,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1851,4055,608287,60975776,9780060975780.0,Denis Johnson,1992.0,Jesus' Son: Stories,Jesus' Son,eng,4.15,20120,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1852,1393,30933,316926345,9780316926350.0,Evelyn Waugh,1945.0,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,eng,3.99,69087,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1853,4391,80570,143036475,9780143036470.0,Koren Zailckas,2005.0,Smashed: Story of a Drunken Girlhood,Smashed: Story of a Drunken Girlhood,en-US,3.5,20658,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1854,3520,47559,399504338,9780399504330.0,Edward Gorey,1972.0,Amphigorey,"Amphigorey (Amphigorey, #1)",eng,4.08,28815,https://images.gr-assets.com/books/1327649608m/47559.jpg,https://images.gr-assets.com/books/1327649608s/47559.jpg
1855,1561,130440,679774386,9780679774390.0,"Boris Pasternak, Max Hayward, Manya Harari, John Bayley",1957.0,Доктор Живаго,Doctor Zhivago,eng,4.03,59973,https://images.gr-assets.com/books/1385508725m/130440.jpg,https://images.gr-assets.com/books/1385508725s/130440.jpg
1856,1132,293101,553116606,9780553116600.0,Jay Anson,1977.0,The Amityville Horror,The Amityville Horror,eng,3.82,80959,https://images.gr-assets.com/books/1306079371m/293101.jpg,https://images.gr-assets.com/books/1306079371s/293101.jpg
1857,1420,767171,671728687,9780671728690.0,William L. Shirer,1960.0,The Rise and Fall of the Third Reich: A History of Nazi Germany,The Rise and Fall of the Third Reich: A History of Nazi Germany,eng,4.15,64391,https://images.gr-assets.com/books/1331223772m/767171.jpg,https://images.gr-assets.com/books/1331223772s/767171.jpg
1858,5385,16059,375727132,9780375727140.0,Ann Packer,2002.0,The Dive From Clausen's Pier,The Dive From Clausen's Pier,eng,3.41,18445,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1859,2506,3758,014200202X,9780142002020.0,Ian Fleming,1953.0,Casino Royale,"Casino Royale (James Bond, #1)",eng,3.73,39150,https://images.gr-assets.com/books/1497801490m/3758.jpg,https://images.gr-assets.com/books/1497801490s/3758.jpg
1860,6223,3763,142003239,9780142003240.0,Ian Fleming,1954.0,Live and Let Die,"Live and Let Die (James Bond, #2)",eng,3.62,14230,https://images.gr-assets.com/books/1327953982m/3763.jpg,https://images.gr-assets.com/books/1327953982s/3763.jpg
1861,7427,3750,142002062,9780142002060.0,Ian Fleming,1955.0,Moonraker,"Moonraker (James Bond, #3)",eng,3.7,12016,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1862,4560,3764,142002070,9780142002070.0,Ian Fleming,1957.0,"From Russia, with Love","From Russia With Love (James Bond, #5)",eng,3.88,19802,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1863,8334,3757,142002038,9780142002030.0,Ian Fleming,1958.0,Dr. No,"Doctor No (James Bond, #6)",eng,3.76,10569,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1864,7089,3759,142002046,9780142002050.0,Ian Fleming,1959.0,Goldfinger,"Goldfinger (James Bond, #7)",eng,3.8,13267,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1865,8864,3762,142003255,9780142003250.0,Ian Fleming,1963.0,On Her Majesty's Secret Service,"On Her Majesty's Secret Service (James Bond, #11)",eng,3.94,11612,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1866,8837,3760,142002054,9780142002060.0,Ian Fleming,1956.0,Diamonds are Forever,"Diamonds Are Forever (James Bond, #4)",eng,3.59,10205,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1867,5198,16532,553383833,9780553383840.0,"Isabel Allende, Margaret Sayers Peden",1984.0,De amor y de sombra,Of Love and Shadows,eng,3.96,15919,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1868,9990,294081,140143912,9780140143910.0,Oscar Hijuelos,1989.0,The Mambo Kings Play Songs of Love,The Mambo Kings Play Songs of Love,eng,3.68,9107,https://images.gr-assets.com/books/1330072994m/294081.jpg,https://images.gr-assets.com/books/1330072994s/294081.jpg
1869,5192,76740,1857988221,9781857988220.0,Alfred Bester,1953.0,The Demolished Man,The Demolished Man,eng,3.99,20685,https://images.gr-assets.com/books/1360171879m/76740.jpg,https://images.gr-assets.com/books/1360171879s/76740.jpg
1870,3243,333867,679767800,9780679767800.0,"Alfred Bester, Neil Gaiman",1955.0,The Stars My Destination,The Stars My Destination,en-US,4.13,29055,https://images.gr-assets.com/books/1433671750m/333867.jpg,https://images.gr-assets.com/books/1433671750s/333867.jpg
